corretora,ativo,op,classe,tipo,qtde,data,preco,valor,posicao,custo_atual,custo_medio,total,taxas,txcorr,txbolsa,txaluguel,prov,jcp,divid,rentabilidade,lucro,irrf,ir,extrato,saldo_rico,saldo_clear
rico,,E,,,,2019-06-10,,500.00,,0.00,,500.00,0.00,,,,,,,,,,,500.00,500.00,0.00
rico,,E,,,,2019-06-13,,2500.00,,0.00,,2500.00,0.00,,,,,,,,,,,2500.00,3000.00,0.00
rico,Leblon,F,,fia,,2019-07-02,,500.00,,0.00,,500.00,0.00,,,,,,,,,,,-500.00,2500.00,0.00
rico,MRVE3,C,swing,ação,30,2019-07-02,19.15,574.50,30,582.97,19.43,582.97,8.47,8.30,0.18,,,,,,,,,-582.97,1917.03,0.00
rico,PETR4,C,swing,ação,10,2019-07-02,26.84,268.40,10,276.78,27.68,276.78,8.38,8.30,0.08,,,,,,,,,-276.78,1640.24,0.00
rico,SLBiased,F,,fia,,2019-07-02,,1000.00,,0.00,,1000.00,0.00,,,,,,,,,,,-1000.00,640.24,0.00
rico,MRVE3,V,swing,ação,20,2019-08-08,22.10,442.00,10,194.32,19.43,433.57,8.43,8.30,0.14,,,,,,44.92,0.02,6.74,433.57,1073.81,0.00
rico,MRVE3,C,swing,ação,40,2019-08-13,20.75,830.00,50,1032.88,20.66,838.55,8.55,8.30,0.25,,,,,,,,,-838.55,235.26,0.00
rico,PETR4,J,,ação,10,2019-10-04,,,10,276.78,27.68,,0.00,,,,1.70,,,,,,,1.70,236.96,0.00
rico,PETR4,V,swing,ação,10,2019-11-18,29.26,292.60,0,0.00,27.68,284.21,8.39,8.30,0.09,,,,,,7.43,0.01,1.11,284.21,521.17,0.00
rico,MRVE3,D,,ação,50,2019-11-27,,,50,1032.88,20.66,,0.00,0.00,,,18.50,,,,,,,18.50,539.67,0.00
rico,MRVE3,V,swing,ação,40,2019-12-13,21.19,847.60,10,206.58,20.66,839.04,8.56,8.30,0.26,,,,,,12.74,0.04,1.91,839.04,1378.71,0.00
rico,MRVE3,D,,ação,50,2019-12-20,,,10,206.58,20.66,,0.00,0.00,,,18.50,,,,,,,18.50,1397.21,0.00
rico,,E,,,,2020-01-28,,2000.00,,0.00,,2000.00,0.00,,,,,,,,,,,2000.00,3397.21,0.00
rico,,T,,,,2020-01-07,,1360.64,,0.00,,1360.64,0.00,,,,,,,,,,,-1360.64,2036.57,0.00
rico,VALE3,C,swing,ação,20,2020-01-31,49.94,998.80,20,1007.40,50.37,1007.40,8.60,8.30,0.31,,,,,,,,,-1007.40,1029.17,0.00
rico,PETR4,J,,ação,10,2020-02-07,,,0,0.00,,,0.00,,,,1.70,,,,,,,1.70,1030.87,0.00
rico,,E,,,,2020-02-28,,2000.00,,0.00,,2000.00,0.00,,,,,,,,,,,2000.00,3030.87,0.00
rico,TSLA34,C,swing,ação,3,2020-03-02,781.50,2344.50,3,2353.52,784.51,2353.52,9.02,8.30,0.72,,,,,,,,,-2353.52,677.35,0.00
rico,,E,,,,2020-03-09,,3000.00,,0.00,,3000.00,0.00,,,,,,,,,,,3000.00,3677.35,0.00
rico,PETR4,C,swing,ação,5,2020-03-11,17.01,85.05,40,688.91,17.22,89.23,4.18,4.15,0.03,,,,,,,,,-89.23,3588.13,0.00
rico,PETR4,C,swing,ação,35,2020-03-11,17.01,595.35,40,688.91,17.22,599.68,4.33,4.15,0.18,,,,,,,,,-599.68,2988.44,0.00
rico,TSLA34,C,swing,ação,3,2020-03-11,749.00,2247.00,6,4609.50,768.25,2255.99,8.99,8.30,0.69,,,,,,,,,-2255.99,732.46,0.00
rico,,E,,,,2020-03-26,,2000.00,,0.00,,2000.00,0.00,,,,,,,,,,,2000.00,2732.46,0.00
rico,MRVE3,C,swing,ação,50,2020-03-26,13.87,693.50,50,702.01,14.04,702.01,8.51,8.30,0.21,,,,,,,,,-702.01,2030.45,0.00
rico,PETR4,C,swing,ação,50,2020-04-02,15.46,773.00,90,1470.44,16.34,781.54,8.54,8.30,0.24,,,,,,,,,-781.54,1248.91,0.00
rico,PETR4,V,swing,ação,50,2020-04-08,17.26,863.00,40,653.53,16.34,854.44,8.56,8.30,0.26,,,,,,37.52,0.04,5.63,854.44,2103.35,0.00
rico,TSLA34,V,swing,ação,1,2020-04-20,998.00,998.00,5,3841.25,768.25,989.40,8.60,8.30,0.31,,,,,,221.15,0.05,33.17,989.40,3092.74,0.00
rico,BOVA11,C,swing,etf,10,2020-04-22,77.59,775.90,20,1563.34,78.17,781.67,5.77,5.53,0.24,,,,,,,,,-781.67,2311.07,0.00
rico,BOVA11,C,swing,etf,10,2020-04-22,77.59,775.90,20,1563.34,78.17,781.67,5.77,5.53,0.24,,,,,,,,,-781.67,1529.40,0.00
rico,TSLA34,V,swing,ação,2,2020-04-22,935.89,1871.78,3,2304.75,768.25,1862.91,8.87,8.30,0.57,,,,,,326.41,0.09,48.96,1862.91,3392.31,0.00
rico,MRVE3,C,swing,ação,80,2020-04-27,13.15,1052.00,130,1762.63,13.56,1060.62,8.62,8.30,0.32,,,,,,,,,-1060.62,2331.69,0.00
rico,VVAR3,C,swing,ação,57,2020-04-27,6.93,395.01,80,562.87,7.04,399.28,4.27,4.15,0.12,,,,,,,,,-399.28,1932.41,0.00
rico,VVAR3,C,swing,ação,23,2020-04-27,6.93,159.39,80,562.87,7.04,163.59,4.20,4.15,0.05,,,,,,,,,-163.59,1768.82,0.00
rico,VVAR3,C,swing,ação,50,2020-04-28,9.30,465.00,130,1036.31,7.97,473.44,8.44,8.30,0.14,,,,,,,,,-473.44,1295.38,0.00
rico,MRVE3,V,swing,ação,80,2020-04-30,15.10,1208.00,50,677.94,13.56,1199.33,8.67,8.30,0.37,,,,,,114.64,0.06,17.20,1199.33,2494.71,0.00
clear,,E,,,,2020-04-30,,2000.00,,0.00,,2000.00,0.00,,,,,,,,,,,2000.00,2494.71,2000.00
clear,CTNM4,C,day,ação,99,2020-04-30,5.70,564.30,0,0.00,5.70,564.43,0.13,0.00,0.13,,,,,,,,,-564.43,2494.71,1435.57
clear,CTNM4,V,day,ação,3,2020-04-30,5.30,15.90,0,0.00,5.70,15.90,0.00,0.00,0.00,,,,,,-1.21,0.00,,15.90,2494.71,1451.47
clear,CTNM4,V,day,ação,2,2020-04-30,5.20,10.40,0,0.00,5.70,10.40,0.00,0.00,0.00,,,,,,-1.01,0.00,,10.40,2494.71,1461.86
clear,CTNM4,V,day,ação,94,2020-04-30,5.20,488.80,0,0.00,5.70,488.69,0.11,0.00,0.11,,,,,,-47.24,0.00,,488.69,2494.71,1950.55
rico,TSLA34,C,swing,ação,1,2020-05-04,1020.00,1020.00,4,3333.36,833.34,1028.61,8.61,8.30,0.31,,,,,,,,,-1028.61,1466.10,1950.55
clear,PETR4,C,swing,ação,50,2020-05-04,17.45,872.50,50,872.77,17.46,872.77,0.27,0.00,0.27,,,,,,,,,-872.77,1466.10,1077.78
clear,JBSS3,C,swing,ação,45,2020-05-05,23.15,1041.75,45,1042.07,23.16,1042.07,0.32,0.00,0.32,,,,,,,,,-1042.07,1466.10,35.72
clear,PETR4,C,day,ação,41,2020-05-05,18.39,753.99,50,919.71,18.39,754.16,0.17,0.00,0.17,,,,,,,,,-754.16,1466.10,-718.45
clear,PETR4,C,day,ação,9,2020-05-05,18.39,165.51,50,919.71,18.39,165.55,0.04,0.00,0.04,,,,,,,,,-165.55,1466.10,-884.00
clear,PETR4,V,swing,ação,21,2020-05-05,18.05,379.05,0,0.00,17.46,378.93,0.12,0.00,0.12,,,,,,12.37,0.02,1.86,378.93,1466.10,-505.06
clear,PETR4,V,swing,ação,2,2020-05-05,18.05,36.10,0,0.00,17.46,36.09,0.01,0.00,0.01,,,,,,1.18,0.00,0.18,36.09,1466.10,-468.97
clear,PETR4,V,swing,ação,27,2020-05-05,18.05,487.35,0,0.00,17.46,487.20,0.15,0.00,0.15,,,,,,15.91,0.02,2.39,487.20,1466.10,18.23
clear,PETR4,V,day,ação,50,2020-05-05,18.14,907.00,0,0.00,18.39,906.79,0.21,0.00,0.21,,,,,,-12.92,0.00,,906.79,1466.10,925.02
rico,MRVE3,C,swing,ação,79,2020-05-07,13.85,1094.15,140,1933.12,13.81,1098.63,4.48,4.15,0.33,,,,,,,,,-1098.63,367.47,925.02
rico,MRVE3,C,swing,ação,11,2020-05-07,13.85,152.35,140,1933.12,13.81,156.55,4.20,4.15,0.05,,,,,,,,,-156.55,210.92,925.02
rico,TSLA34,V,swing,ação,1,2020-05-07,1133.00,1133.00,3,2500.02,833.34,1124.35,8.65,8.30,0.35,,,,,,291.01,0.06,43.65,1124.35,1335.28,925.02
clear,MRVE3,C,swing,ação,40,2020-05-07,13.72,548.80,40,548.97,13.72,548.97,0.17,0.00,0.17,,,,,,,,,-548.97,1335.28,376.05
clear,JBSS3,V,swing,ação,45,2020-05-07,23.68,1065.60,0,0.00,23.16,1065.27,0.33,0.00,0.33,,,,,,23.21,0.05,3.48,1065.27,1335.28,1441.33
rico,VVAR3,V,swing,ação,20,2020-05-08,9.54,190.80,0,0.00,7.97,186.59,4.21,4.15,0.06,,,,,,27.16,0.01,4.07,186.59,1521.87,1441.33
rico,VVAR3,V,swing,ação,79,2020-05-08,9.54,753.66,0,0.00,7.97,749.28,4.38,4.15,0.23,,,,,,119.52,0.04,17.93,749.28,2271.15,1441.33
rico,VVAR3,V,swing,ação,6,2020-05-11,8.40,50.40,0,0.00,7.97,47.62,2.78,2.77,0.02,,,,,,-0.21,0.00,,47.62,2318.77,1441.33
rico,VVAR3,V,swing,ação,10,2020-05-11,8.40,84.00,0,0.00,7.97,81.21,2.79,2.77,0.03,,,,,,1.49,0.00,0.22,81.21,2399.98,1441.33
rico,VVAR3,V,swing,ação,15,2020-05-11,8.39,125.85,0,0.00,7.97,123.05,2.80,2.77,0.04,,,,,,3.47,0.01,0.52,123.05,2523.02,1441.33
clear,PETR4,C,swing,ação,75,2020-05-11,18.58,1393.50,75,1393.93,18.59,1393.93,0.43,0.00,0.43,,,,,,,,,-1393.93,2523.02,47.40
rico,TSLA34,C,swing,ação,1,2020-05-12,1206.00,1206.00,4,3714.69,928.67,1214.67,8.67,8.30,0.37,,,,,,,,,-1214.67,1308.35,47.40
rico,VISA34,C,swing,ação,1,2020-05-12,1071.50,1071.50,1,1080.13,1080.13,1080.13,8.63,8.30,0.33,,,,,,,,,-1080.13,228.23,47.40
rico,MRVE3,V,swing,ação,80,2020-05-19,15.15,1212.00,60,828.48,13.81,1203.33,8.67,8.30,0.37,,,,,,98.69,0.06,14.80,1203.33,1431.56,47.40
clear,MRVE3,V,swing,ação,40,2020-05-19,15.15,606.00,0,0.00,13.72,605.81,0.19,0.00,0.19,,,,,,56.85,0.03,8.53,605.81,1431.56,653.21
clear,VVAR3,C,swing,ação,10,2020-05-20,9.45,94.50,60,567.17,9.45,94.53,0.03,0.00,0.03,,,,,,,,,-94.53,1431.56,558.68
clear,VVAR3,C,swing,ação,50,2020-05-20,9.45,472.50,60,567.17,9.45,472.64,0.14,0.00,0.14,,,,,,,,,-472.64,1431.56,86.04
clear,PETR4,V,swing,ação,55,2020-05-22,18.80,1034.00,0,0.00,18.59,1033.68,0.32,0.00,0.32,,,,,,11.47,0.05,1.72,1033.68,1431.56,1119.72
clear,PETR4,V,swing,ação,16,2020-05-22,18.80,300.80,0,0.00,18.59,300.71,0.09,0.00,0.09,,,,,,3.34,0.02,0.50,300.71,1431.56,1420.43
clear,PETR4,V,swing,ação,4,2020-05-22,18.80,75.20,0,0.00,18.59,75.18,0.02,0.00,0.02,,,,,,0.83,0.00,0.13,75.18,1431.56,1495.61
rico,BOVA11,V,swing,etf,20,2020-05-25,82.50,1650.00,0,0.00,78.17,1638.43,11.57,11.07,0.50,,,,,,75.09,0.08,11.26,1638.35,3069.91,1495.61
clear,VVAR3,C,day,ação,99,2020-05-25,10.22,1011.78,0,0.00,10.66,1012.01,0.23,0.00,0.23,,,,,,,,,-1012.01,3069.91,483.60
clear,VVAR3,C,day,ação,1,2020-05-25,10.85,10.85,0,0.00,10.66,10.85,0.00,0.00,0.00,,,,,,,,,-10.85,3069.91,472.74
clear,VVAR3,C,day,ação,8,2020-05-25,10.85,86.80,0,0.00,10.66,86.82,0.02,0.00,0.02,,,,,,,,,-86.82,3069.91,385.92
clear,VVAR3,C,day,ação,21,2020-05-25,10.85,227.85,0,0.00,10.66,227.90,0.05,0.00,0.05,,,,,,,,,-227.90,3069.91,158.02
clear,VVAR3,C,day,ação,4,2020-05-25,10.85,43.40,0,0.00,10.66,43.41,0.01,0.00,0.01,,,,,,,,,-43.41,3069.91,114.61
clear,VVAR3,C,day,ação,2,2020-05-25,10.85,21.70,0,0.00,10.66,21.70,0.00,0.00,0.00,,,,,,,,,-21.70,3069.91,92.91
clear,VVAR3,C,day,ação,20,2020-05-25,10.85,217.00,0,0.00,10.66,217.05,0.05,0.00,0.05,,,,,,,,,-217.05,3069.91,-124.14
clear,VVAR3,C,day,ação,23,2020-05-25,10.85,249.55,0,0.00,10.66,249.61,0.06,0.00,0.06,,,,,,,,,-249.61,3069.91,-373.75
clear,VVAR3,C,day,ação,4,2020-05-25,10.85,43.40,0,0.00,10.66,43.41,0.01,0.00,0.01,,,,,,,,,-43.41,3069.91,-417.16
clear,VVAR3,C,day,ação,1,2020-05-25,10.85,10.85,0,0.00,10.66,10.85,0.00,0.00,0.00,,,,,,,,,-10.85,3069.91,-428.01
clear,VVAR3,C,day,ação,15,2020-05-25,10.85,162.75,0,0.00,10.66,162.79,0.04,0.00,0.04,,,,,,,,,-162.79,3069.91,-590.80
clear,VVAR3,C,day,ação,85,2020-05-25,10.90,926.50,0,0.00,10.66,926.71,0.21,0.00,0.21,,,,,,,,,-926.71,3069.91,-1517.51
clear,VVAR3,C,day,ação,14,2020-05-25,10.90,152.60,0,0.00,10.66,152.64,0.04,0.00,0.04,,,,,,,,,-152.64,3069.91,-1670.15
clear,VVAR3,V,day,ação,14,2020-05-25,10.87,152.18,0,0.00,10.66,152.14,0.04,0.00,0.04,,,,,,2.92,0.03,0.58,152.14,3069.91,-1518.00
clear,VVAR3,V,swing,ação,10,2020-05-25,10.87,108.70,0,0.00,9.45,108.67,0.03,0.00,0.03,,,,,,14.14,0.01,2.12,108.67,3069.91,-1409.34
clear,VVAR3,V,swing,ação,50,2020-05-25,10.87,543.50,0,0.00,9.45,543.33,0.17,0.00,0.17,,,,,,70.69,0.03,10.60,543.33,3069.91,-866.00
clear,VVAR3,V,day,ação,25,2020-05-25,10.87,271.75,0,0.00,10.66,271.69,0.06,0.00,0.06,,,,,,5.21,0.05,1.04,271.69,3069.91,-594.32
clear,VVAR3,V,day,ação,11,2020-05-25,10.73,118.03,0,0.00,10.66,118.00,0.03,0.00,0.03,,,,,,0.75,0.01,0.15,118.00,3069.91,-476.31
clear,VVAR3,V,day,ação,88,2020-05-25,10.73,944.24,0,0.00,10.66,944.02,0.22,0.00,0.22,,,,,,6.02,0.06,1.20,944.02,3069.91,467.71
clear,VVAR3,V,day,ação,19,2020-05-25,10.81,205.39,0,0.00,10.66,205.34,0.05,0.00,0.05,,,,,,2.82,0.03,0.56,205.34,3069.91,673.05
clear,VVAR3,V,day,ação,80,2020-05-25,10.81,864.80,0,0.00,10.66,864.60,0.20,0.00,0.20,,,,,,11.87,0.12,2.37,864.60,3069.91,1537.65
clear,VVAR3,V,day,ação,19,2020-05-25,10.81,205.39,0,0.00,10.66,205.34,0.05,0.00,0.05,,,,,,2.82,0.03,0.56,205.34,3069.91,1743.00
clear,VVAR3,V,day,ação,25,2020-05-25,10.81,270.25,0,0.00,10.66,270.19,0.06,0.00,0.06,,,,,,3.71,0.04,0.74,270.19,3069.91,2013.18
clear,VVAR3,V,day,ação,16,2020-05-25,10.81,172.96,0,0.00,10.66,172.92,0.04,0.00,0.04,,,,,,2.37,0.02,0.47,172.92,3069.91,2186.10
rico,VVAR3,C,swing,ação,40,2020-05-26,12.00,480.00,198,2419.07,12.22,482.22,2.22,2.07,0.15,,,,,,,,,-482.22,2587.68,2186.10
rico,VVAR3,C,swing,ação,8,2020-05-26,12.00,96.00,198,2419.07,12.22,98.10,2.10,2.07,0.03,,,,,,,,,-98.10,2489.58,2186.10
rico,VVAR3,C,swing,ação,6,2020-05-26,12.00,72.00,198,2419.07,12.22,74.10,2.10,2.07,0.02,,,,,,,,,-74.10,2415.48,2186.10
rico,VVAR3,C,swing,ação,45,2020-05-26,12.00,540.00,198,2419.07,12.22,542.24,2.24,2.07,0.17,,,,,,,,,-542.24,1873.24,2186.10
rico,VVAR3,C,swing,ação,29,2020-05-26,12.26,355.54,198,2419.07,12.22,359.80,4.26,4.15,0.11,,,,,,,,,-359.80,1513.45,2186.10
rico,VVAR3,C,swing,ação,70,2020-05-26,12.26,858.20,198,2419.07,12.22,862.61,4.41,4.15,0.26,,,,,,,,,-862.61,650.83,2186.10
clear,,E,,,,2020-05-26,,3000.00,,0.00,,3000.00,0.00,,,,,,,,,,,3000.00,650.83,5186.10
clear,VVAR3,C,swing,ação,200,2020-05-26,11.99,2398.00,299,3586.11,11.99,2398.73,0.73,0.00,0.73,,,,,,,,,-2398.73,650.83,2787.37
clear,MGLU3,C,swing,ação,10,2020-05-26,63.87,638.70,10,638.90,63.89,638.90,0.20,0.00,0.20,,,,,,,,,-638.90,650.83,2148.47
clear,MRVE3,C,swing,ação,50,2020-05-26,17.09,854.50,50,854.76,17.10,854.76,0.26,0.00,0.26,,,,,,,,,-854.76,650.83,1293.71
clear,VVAR3,C,swing,ação,49,2020-05-26,11.99,587.51,299,3586.11,11.99,587.69,0.18,0.00,0.18,,,,,,,,,-587.69,650.83,706.02
clear,VVAR3,C,swing,ação,50,2020-05-26,11.99,599.50,299,3586.11,11.99,599.68,0.18,0.00,0.18,,,,,,,,,-599.68,650.83,106.34
rico,TSLA34,V,swing,ação,1,2020-05-27,1080.00,1080.00,3,2786.02,928.67,1071.37,8.63,8.30,0.33,,,,,,142.70,0.05,21.40,1071.37,1722.20,106.34
clear,MGLU3,V,swing,ação,3,2020-05-27,67.15,201.45,0,0.00,63.89,201.39,0.06,0.00,0.06,,,,,,9.72,0.01,1.46,201.39,1722.20,307.73
clear,MGLU3,V,swing,ação,7,2020-05-27,67.15,470.05,0,0.00,63.89,469.91,0.14,0.00,0.14,,,,,,22.68,0.02,3.40,469.91,1722.20,777.63
rico,VVAR3,V,swing,ação,100,2020-05-28,12.50,1250.00,0,0.00,12.22,1238.55,11.45,11.07,0.38,,,,,,16.80,0.06,2.52,1238.55,2960.76,777.63
clear,IRBR3,C,swing,ação,200,2020-05-28,8.14,1628.00,200,1628.50,8.14,1628.50,0.50,0.00,0.50,,,,,,,,,-1628.50,2960.76,-850.86
clear,VVAR3,C,day,ação,200,2020-05-28,12.79,2558.00,0,0.00,12.79,2558.59,0.59,0.00,0.59,,,,,,,,,-2558.59,2960.76,-3409.45
clear,VVAR3,V,day,ação,200,2020-05-28,12.70,2540.00,0,0.00,12.79,2539.42,0.58,0.00,0.58,,,,,,-19.17,0.00,,2539.42,2960.76,-870.04
clear,MRVE3,V,swing,ação,50,2020-05-28,16.28,814.00,0,0.00,17.10,813.75,0.25,0.00,0.25,,,,,,-41.01,0.04,,813.75,2960.76,-56.28
clear,VVAR3,V,swing,ação,41,2020-05-28,12.50,512.50,0,0.00,11.99,512.34,0.16,0.00,0.16,,,,,,20.60,0.03,3.09,512.34,2960.76,456.06
clear,VVAR3,V,swing,ação,58,2020-05-28,12.50,725.00,0,0.00,11.99,724.78,0.22,0.00,0.22,,,,,,29.15,0.04,4.37,724.78,2960.76,1180.84
rico,VVAR3,V,swing,ação,98,2020-05-29,12.47,1222.06,0,0.00,12.22,1213.39,8.67,8.30,0.37,,,,,,16.07,0.06,2.41,1213.39,4174.14,1180.84
clear,IRBR3,V,swing,ação,200,2020-05-29,8.00,1600.00,0,0.00,8.14,1599.51,0.49,0.00,0.49,,,,,,-28.99,0.08,,1599.51,4174.14,2780.35
clear,VVAR3,V,swing,ação,200,2020-05-29,12.40,2480.00,0,0.00,11.99,2479.24,0.76,0.00,0.76,,,,,,80.51,0.12,12.08,2479.24,4174.14,5259.59
clear,VVAR3,C,swing,ação,200,2020-06-01,13.05,2610.00,200,2610.80,13.05,2610.80,0.80,0.00,0.80,,,,,,,,,-2610.80,4174.14,2648.79
clear,CSAN3,C,swing,ação,30,2020-06-01,69.74,2092.20,30,2092.84,69.76,2092.84,0.64,0.00,0.64,,,,,,,,,-2092.84,4174.14,555.95
rico,PETR4,C,swing,ação,83,2020-06-02,20.79,1725.57,139,2720.67,19.57,1730.25,4.68,4.15,0.53,,,,,,,,,-1730.25,2443.90,555.95
rico,PETR4,C,swing,ação,16,2020-06-02,20.79,332.64,139,2720.67,19.57,336.89,4.25,4.15,0.10,,,,,,,,,-336.89,2107.01,555.95
clear,USIM5,C,swing,ação,80,2020-06-02,6.70,536.00,80,536.16,6.70,536.16,0.16,0.00,0.16,,,,,,,,,-536.16,2107.01,19.78
rico,CVCB3,C,swing,ação,100,2020-06-03,20.90,2090.00,100,2101.70,21.02,2101.70,11.70,11.07,0.64,,,,,,,,,-2101.70,5.30,19.78
rico,HGTX3,C,swing,ação,5,2020-06-03,15.09,75.45,70,1064.92,15.21,79.62,4.17,4.15,0.02,,,,,,,,,-79.62,-74.32,19.78
rico,HGTX3,C,swing,ação,65,2020-06-03,15.09,980.85,70,1064.92,15.21,985.30,4.45,4.15,0.30,,,,,,,,,-985.30,-1059.62,19.78
clear,VVAR3,C,day,ação,100,2020-06-03,13.35,1335.00,0,0.00,13.35,1335.31,0.31,0.00,0.31,,,,,,,,,-1335.31,-1059.62,-1315.52
clear,VVAR3,V,day,ação,100,2020-06-03,13.08,1308.00,0,0.00,13.35,1307.70,0.30,0.00,0.30,,,,,,-27.61,0.00,,1307.70,-1059.62,-7.82
clear,VVAR3,V,swing,ação,100,2020-06-03,13.45,1345.00,0,0.00,13.05,1344.59,0.41,0.00,0.41,,,,,,39.19,0.07,5.88,1344.59,-1059.62,1336.77
clear,VVAR3,V,swing,ação,100,2020-06-03,13.08,1308.00,0,0.00,13.05,1307.60,0.40,0.00,0.40,,,,,,2.20,0.07,0.33,1307.60,-1059.62,2644.37
clear,,E,,,,2020-06-04,,5000.00,,0.00,,5000.00,0.00,,,,,,,,,,,5000.00,-1059.62,7644.37
clear,IRBR3,C,day,ação,100,2020-06-04,11.62,1162.00,0,0.00,11.62,1162.27,0.27,0.00,0.27,,,,,,,,,-1162.27,-1059.62,6482.10
clear,IRBR3,V,day,ação,100,2020-06-04,10.45,1045.00,0,0.00,11.62,1044.76,0.24,0.00,0.24,,,,,,-117.51,0.00,,1044.76,-1059.62,7526.86
clear,VVAR3,C,day,ação,100,2020-06-04,13.90,1390.00,0,0.00,13.90,1390.32,0.32,0.00,0.32,,,,,,,,,-1390.32,-1059.62,6136.54
clear,VVAR3,V,day,ação,100,2020-06-04,13.92,1392.00,0,0.00,13.90,1391.68,0.32,0.00,0.32,,,,,,1.36,0.01,0.27,1391.68,-1059.62,7528.22
clear,BTOW3,C,swing,ação,20,2020-06-04,85.38,1707.60,20,1708.12,85.41,1708.12,0.52,0.00,0.52,,,,,,,,,-1708.12,-1059.62,5820.10
clear,LREN3,C,swing,ação,1,2020-06-04,44.50,44.50,30,1336.57,44.55,44.51,0.01,0.00,0.01,,,,,,,,,-44.51,-1059.62,5775.58
clear,LREN3,C,swing,ação,29,2020-06-04,44.54,1291.66,30,1336.57,44.55,1292.06,0.40,0.00,0.40,,,,,,,,,-1292.06,-1059.62,4483.53
clear,MGLU3,C,swing,ação,30,2020-06-04,60.44,1813.20,30,1813.75,60.46,1813.75,0.55,0.00,0.55,,,,,,,,,-1813.75,-1059.62,2669.77
clear,GOLL4,C,day,ação,100,2020-06-05,18.46,1846.00,0,0.00,18.46,1846.42,0.42,0.00,0.42,,,,,,,,,-1846.42,-1059.62,823.35
clear,GOLL4,V,day,ação,100,2020-06-05,18.51,1851.00,0,0.00,18.46,1850.57,0.43,0.00,0.43,,,,,,4.15,0.04,0.83,1850.57,-1059.62,2673.92
clear,PETR4,C,swing,ação,100,2020-06-05,22.10,2210.00,100,2210.68,22.11,2210.68,0.68,0.00,0.68,,,,,,,,,-2210.68,-1059.62,463.24
clear,USIM5,C,swing,ação,220,2020-06-05,6.90,1518.00,300,2054.63,6.85,1518.46,0.46,0.00,0.46,,,,,,,,,-1518.46,-1059.62,-1055.22
clear,USIM5,C,day,ação,80,2020-06-05,6.90,552.00,0,0.00,6.90,552.13,0.13,0.00,0.13,,,,,,,,,-552.13,-1059.62,-1607.35
clear,USIM5,V,day,ação,80,2020-06-05,7.13,570.40,0,0.00,6.90,570.27,0.13,0.00,0.13,,,,,,18.14,0.18,3.63,570.27,-1059.62,-1037.08
clear,CSAN3,C,day,ação,30,2020-06-05,70.83,2124.90,0,0.00,70.85,2125.39,0.49,0.00,0.49,,,,,,,,,-2125.39,-1059.62,-3162.47
clear,CSAN3,V,day,ação,30,2020-06-05,71.84,2155.20,0,0.00,70.85,2154.70,0.50,0.00,0.50,,,,,,29.32,0.29,5.86,2154.70,-1059.62,-1007.76
clear,BTOW3,V,swing,ação,20,2020-06-05,86.00,1720.00,0,0.00,85.41,1719.47,0.53,0.00,0.53,,,,,,11.35,0.09,1.70,1719.47,-1059.62,711.71
clear,CSAN3,V,swing,ação,30,2020-06-05,72.05,2161.50,0,0.00,69.76,2160.84,0.66,0.00,0.66,,,,,,68.00,0.11,10.20,2160.84,-1059.62,2872.55
clear,MGLU3,V,swing,ação,30,2020-06-05,59.20,1776.00,0,0.00,60.46,1775.46,0.54,0.00,0.54,,,,,,-38.30,0.09,,1775.46,-1059.62,4648.01
clear,AZUL4,C,swing,ação,100,2020-06-08,26.92,2692.00,100,2692.82,26.93,2692.82,0.82,0.00,0.82,,,,,,,,,-2692.82,-1059.62,1955.18
clear,BRML3,C,swing,ação,100,2020-06-08,11.44,1144.00,100,1144.35,11.44,1144.35,0.35,0.00,0.35,,,,,,,,,-1144.35,-1059.62,810.83
clear,USIM5,C,day,ação,300,2020-06-08,7.25,2175.00,0,0.00,7.25,2175.50,0.50,0.00,0.50,,,,,,,,,-2175.50,-1059.62,-1364.67
clear,USIM5,V,day,ação,300,2020-06-08,7.13,2139.00,0,0.00,7.25,2138.51,0.49,0.00,0.49,,,,,,-36.99,0.00,,2138.51,-1059.62,773.84
clear,PETR4,V,swing,ação,100,2020-06-08,22.26,2226.00,0,0.00,22.11,2225.32,0.68,0.00,0.68,,,,,,14.64,0.11,2.20,2225.32,-1059.62,2999.16
clear,USIM5,V,swing,ação,300,2020-06-08,7.29,2187.00,0,0.00,6.85,2186.33,0.67,0.00,0.67,,,,,,131.70,0.11,19.76,2186.33,-1059.62,5185.49
rico,,E,,,,2020-06-09,,1100.00,,0.00,,1100.00,0.00,,,,,,,,,,,1100.00,40.38,5185.49
rico,VALE3,V,swing,ação,20,2020-06-09,54.35,1087.00,0,0.00,50.37,1078.37,8.63,8.30,0.33,,,,,,70.96,0.05,10.64,1078.37,1118.75,5185.49
clear,AZUL4,C,swing,ação,100,2020-06-09,28.88,2888.00,200,5581.71,27.91,2888.88,0.88,0.00,0.88,,,,,,,,,-2888.88,1118.75,2296.61
rico,VISA34,D,,ação,1,2020-06-12,,,,0.00,,,0.00,,,,1.00,,,,,,,1.00,1119.75,2296.61
clear,CSAN3,D,,ação,30,2020-06-15,,,,0.00,,,0.00,,,,44.93,,,,,,,44.93,1119.75,2341.54
rico,VISA34,V,swing,ação,1,2020-06-18,1030.00,1030.00,0,0.00,1080.13,1021.39,8.61,8.30,0.32,,,,,,-58.74,0.05,,1021.39,2141.13,2341.54
